Zip,Centroid Latitude,Centroid Longitude
31789,31.4797339,-83.7398355
31790,31.6524758,-83.5779675
31791,31.5289486,-83.894253
31792,30.7707983,-84.0437041
31793,31.4626022,-83.5938153
31794,31.4458724,-83.4526674
31795,31.4735991,-83.6874137
31796,31.7701182,-83.8564676
31798,31.6133776,-83.0659686
31801,32.5193384,-84.5947553
31803,32.2854664,-84.4935963
31804,32.6644018,-84.8784093
31805,32.2630561,-84.7395088
31806,32.2634439,-84.3227083
31807,32.6382304,-84.8008364
15015,40.6372478,-80.0811014
15017,40.3423736,-80.1222213
15018,40.2658848,-79.7970672
15019,40.4069744,-80.3285739
15020,40.2334109,-79.9502955
15021,40.3885654,-80.4415266
15022,40.1249082,-79.9393327
15024,40.5849698,-79.8473148
15025,40.2978111,-79.9232985
15026,40.5049911,-80.3539458
15027,40.6663378,-80.2401791
15028,40.3113129,-79.7895597
15030,40.592312,-79.7831014
15031,40.348224,-80.16115
15033,40.1791042,-79.8647089
63847,36.4399498,-90.0389334
58413,46.0357521,-99.293167
58415,46.3733345,-98.4894018
63848,36.4444051,-89.9060093
63849,36.1386093,-89.9787793
58416,47.5329748,-98.3380715
58418,47.4214228,-99.6389325
63851,36.2591533,-89.7172286
58420,47.0610182,-98.8584396
63852,36.3673342,-90.0151535
63853,36.0647401,-89.8703212
63855,36.069107,-90.0568091
58421,47.4404192,-99.0765934
58422,47.6002209,-99.4052296
58423,47.4011063,-99.8362988
63857,36.2242661,-90.0457604
63860,36.6521808,-89.5946645
58424,46.887392,-99.1102059
63862,36.5899251,-89.8366812
58425,47.4563697,-98.1247004
58426,47.2185242,-98.5892527
63863,36.5648885,-89.976753
58428,46.8284464,-99.7796658
63866,36.5285371,-89.6056431
58429,47.2046911,-98.1740697
63867,36.7327162,-89.5518813
58430,47.5088248,-100.2568762
93523,34.948256,-117.8429101
93524,34.9319868,-117.907127
93526,36.8238338,-118.2812463
93527,36.1196224,-118.1771235
7204,40.6653091,-74.2665712
20774,38.8745319,-76.7741822
20776,38.872325,-76.572429
20777,39.174938,-76.969085
20778,38.828694,-76.572705
7205,40.6958894,-74.2288001
20779,38.7635998,-76.5733875
7206,40.6516294,-74.183991
20781,38.9528596,-76.9462896
1913,42.8512932,-70.9558104
1915,42.5706652,-70.8675827
1921,42.6831075,-71.0271876
1922,42.7573131,-70.9142408
1923,42.5741744,-70.9505165
1929,42.6404513,-70.7711646
1930,42.61991,-70.6818235
1937,42.5857233,-70.9840508
1938,42.68386,-70.8426662
1940,42.5341456,-71.0383332
1944,42.5766364,-70.7671544
1945,42.5015652,-70.8588339
1949,42.6066659,-71.0103158
1950,42.8123584,-70.8910952
1951,42.7733507,-70.8502113
26187,39.3732819,-81.4470871
26201,39.0018711,-80.1974236
26202,38.2101596,-80.6295721
26203,38.5484756,-80.5884403
26205,38.3268034,-80.6503992
26206,38.4423149,-80.5321527
26208,38.3251713,-80.4987876
26209,38.4287575,-79.9889425
26215,38.707115,-80.3749491
26217,38.6110076,-80.4468129
26218,38.8449378,-80.2662233
26222,38.660184,-80.3433044
26224,38.7403103,-80.1829394
26228,38.754405,-80.370949
26230,38.671854,-80.175706
26234,38.7737841,-80.3151103
26236,38.7446649,-80.2346605
26237,38.8454106,-80.1506803
26238,39.1088144,-80.174014
26241,38.9326024,-79.7882541
26250,39.0334653,-79.9625383
26253,38.7810953,-79.8677881
26254,38.8806584,-79.6627938
26257,38.9191703,-80.0036468
26259,38.8029004,-79.8960558
26260,39.0823305,-79.424054
26261,38.2027949,-80.5451557
26263,38.9490018,-79.4372548
26264,38.575715,-79.8271308
26266,38.4410182,-80.5106962
26267,38.970141,-80.117344
26268,38.7489608,-79.7388971
26269,39.10561,-79.6200534
26270,38.8633651,-79.5778295
26271,39.0346976,-79.5587844
26273,38.624994,-79.9675131
26275,38.9761767,-79.9510429
26276,39.0255247,-79.7728943
26278,38.8253632,-80.0304858
26280,38.7295675,-80.0295525
26282,38.5216749,-80.1624704
15325,39.9494292,-79.9633739
15327,39.744864,-79.9608234
15329,40.0277152,-80.2799268
15330,40.1793678,-80.0899734
15331,40.1053413,-80.0226127
15332,40.2402094,-79.9934767
15333,40.0307858,-80.01321
15334,39.8083118,-79.9679353
15337,39.9521618,-80.3781877
15338,39.7862575,-80.0021406
15340,40.2832256,-80.3174911
15341,39.8242003,-80.3438626
15342,40.2442323,-80.2211851
15344,39.9157466,-80.0614237
15345,40.0226224,-80.1050472
15346,39.9354383,-80.075344
15347,40.2203165,-80.221104
25506,38.2047203,-82.1870195
25507,38.3952922,-82.5627362
25508,37.9639398,-82.0219693
25510,38.3822962,-82.0829987
25511,38.0512178,-82.3350301
25512,38.1847275,-82.3272709
25514,38.1002901,-82.528676
25515,38.7566229,-82.1468753
25517,38.1083373,-82.4431155
25520,38.5611483,-82.182864
25521,38.2201449,-81.9993389
25523,38.2787288,-82.0491324
33701,27.7707927,-82.6328056
37405,35.1204026,-85.4078284
33702,27.8466131,-82.6286898
37406,35.0731339,-85.2455709
37407,35.0019426,-85.2897242
33703,27.817056,-82.61975
37408,35.0286335,-85.308554
37409,35.0137142,-85.3353393
33704,27.7963314,-82.6287232
37410,35.0018988,-85.3142201
37411,35.0287641,-85.2261654
33705,27.7344913,-82.6434035
37412,34.9975256,-85.2274306
33706,27.7408204,-82.751592
37415,35.1247253,-85.2811989
37416,35.1001694,-85.1770776
33707,27.7544715,-82.7225181
37419,35.0396715,-85.4041301
33708,27.8159286,-82.7998026
37421,35.0325443,-85.1463606
33709,27.8168438,-82.7316206
33710,27.7906895,-82.7307696
48437,43.1157454,-83.6123935
48438,42.913657,-83.4841653
48439,42.9163989,-83.6293743
48440,42.9507086,-83.4123717
48441,43.7978924,-82.7086303
48442,42.7886898,-83.6063201
48444,43.0584906,-83.0451967
48445,43.9502222,-82.9905559
41839,37.402997,-82.882436
48446,43.0537399,-83.3387035
41840,37.1996432,-82.7147939
41843,37.2834741,-82.8454276
41844,37.3143524,-82.8723269
41845,37.1413943,-82.9013273
48449,42.9914524,-83.9447721
41847,37.2025179,-82.9682521
41848,37.0933868,-82.947926
41849,37.1758028,-82.7348626
41855,37.1904874,-82.7847014
48450,43.2586371,-82.5422548
41858,37.1360545,-82.8548493
41859,37.3879094,-82.7720255
78655,29.8160624,-97.8350529
78656,29.9045115,-97.807308
78657,30.5314267,-98.378052
78659,30.2074166,-97.1253892
78660,30.4396304,-97.5946865
78661,29.7219479,-97.7589437
78662,29.9255768,-97.42599
78663,30.4022608,-98.3595692
78664,30.5054135,-97.6472835
85360,34.7394297,-113.4640357
91506,34.1711881,-118.323913
91601,34.1692001,-118.3722692
91602,34.1508184,-118.3681589
85361,33.7641155,-112.6145966
85362,34.2799173,-112.8347164
91604,34.1408218,-118.3928638
43620,41.6651841,-83.5542724
22967,37.7973054,-79.0140823
43623,41.7029558,-83.6500771
22968,38.2406016,-78.4008877
56274,45.9022202,-96.2457275
56276,45.2464301,-96.3242082
56277,44.7558159,-94.9854928
56278,45.348003,-96.3799553
56279,45.2188305,-95.1698431
56280,44.6326957,-96.1686887
56281,44.9532301,-95.1692681
56282,45.0401486,-95.2284284
56283,44.5280058,-95.1388723
56284,44.7818797,-95.1983525
56285,44.7887025,-95.3460577
56287,44.4757517,-95.326447
56288,45.241207,-94.9514324
56289,45.3331883,-95.2244509
56291,44.6266494,-96.0818548
56292,44.5020706,-95.4565011
56293,44.4165107,-95.2599032
56294,44.3132206,-95.2135422
56295,45.0358134,-95.826677
56296,45.8268304,-96.4624617
56297,44.6366344,-95.5293704
56301,45.4870841,-94.2427766
56303,45.5740173,-94.2152707
56304,45.5303704,-94.0572025
56307,45.6268099,-94.591029
56308,45.8783908,-95.3860551
56309,46.0792596,-95.8059714
56310,45.6343103,-94.4502362
56311,45.8974532,-95.8955789
56312,45.4701229,-94.9618458
56313,45.7840221,-93.5527452
62894,38.2085196,-89.0367091
62895,38.3055451,-88.5551376
62896,37.8904921,-88.9159732
62897,38.0946082,-88.8988625
62898,38.3503786,-89.0601655
62899,38.6189124,-88.6424481
62901,37.7390039,-89.209109
62902,37.6625874,-89.117546
62903,37.6741181,-89.276234
62905,37.55771,-89.3673622
62906,37.4621093,-89.17253
62907,37.8724682,-89.4974496
62908,37.3102258,-88.8649011
62910,37.153109,-88.5344588
62912,37.476199,-89.0323623
62914,37.0640534,-89.2223186
62915,37.7835719,-89.119649
62916,37.9306838,-89.5686797
62917,37.6934157,-88.6516277
62918,37.7898583,-89.0884443
62919,37.5240232,-88.1383677
62920,37.5500742,-89.2377785
62921,37.8019117,-89.084262
62922,37.6207537,-88.8148074
62923,37.3464321,-89.0160043
62924,37.822999,-89.1980321
62926,37.3666776,-89.1314085
38838,34.5464326,-88.2557414
38841,34.3525805,-89.0152978
38843,34.262054,-88.3763436
38844,33.8386141,-88.2552618
38846,34.8517197,-88.3853894
38847,34.4125399,-88.2329599
38848,33.9376447,-88.2710664
38849,34.4609574,-88.6960493
38850,34.0588912,-89.0579369
38851,33.9103534,-88.9677266
38852,34.8436877,-88.2132476
38855,34.3233424,-88.4854076
38856,34.467115,-88.4551486
38857,34.2815207,-88.5749887
38858,34.0999529,-88.5494775
38859,34.5148772,-88.3751175
38860,33.9717489,-88.7614086
38862,34.1681391,-88.6232391
38863,34.2179145,-89.0190532
38864,34.1577953,-89.2078237
38865,34.7880315,-88.5954055
38866,34.36762,-88.6800776
38868,34.1235494,-88.7626441
38869,34.3574561,-88.8351325
38870,34.0674335,-88.3362824
38871,34.3771936,-89.1600252
38873,34.6596988,-88.2429301
38876,34.2135902,-88.230292
38878,33.904511,-89.187449
38879,34.1846158,-88.7181634
38901,33.7625279,-89.802915
38913,34.1388806,-89.3848717
38914,33.8442615,-89.5370443
38915,34.0376402,-89.3888555
44132,41.6064244,-81.4972171
62446,38.5029633,-88.2133075
44133,41.3132153,-81.7458795
37920,35.9115668,-83.857782
62447,39.3146913,-88.44836
44134,41.3834103,-81.7026121
44135,41.4262171,-81.8193835
44136,41.3115069,-81.8113257
37921,35.9788771,-84.0029306
62448,38.9683561,-88.1791813
44137,41.4092949,-81.5625259
79350,33.731452,-101.8258964
79351,32.9270096,-101.7644137
79353,33.7835178,-102.5819457
79355,33.1816611,-102.8767156
79356,33.28459,-101.3420825
79357,33.6118857,-101.404701
79358,33.4421853,-102.1950331
79359,32.9711411,-102.5865551
79360,32.6898202,-102.7246612
79363,33.7077312,-102.0450213
79364,33.4523577,-101.6440719
79366,33.5303154,-101.6853432
79367,33.6214533,-102.1907859
79369,33.9557429,-102.1451715
79370,33.5075853,-100.9083862
79371,33.9152117,-102.617823
79372,33.4342432,-102.4884012
79373,33.182577,-101.8271982
79376,33.2338662,-102.673105
79377,32.9296477,-102.1335057
79378,33.058133,-102.4746773
79379,33.510507,-102.6464225
79380,33.7356288,-102.3322158
79381,33.3129118,-101.7705229
79382,33.4552867,-102.0140548
79401,33.588798,-101.8504405
35187,33.080534,-86.8857944
48169,42.4619251,-83.9473817
35188,33.180332,-87.1636369
35203,33.5186011,-86.8098075
48170,42.3676895,-83.5343063
48173,42.0736789,-83.2127735
35204,33.5221181,-86.8398153
35205,33.495016,-86.8080874
48174,42.234298,-83.3943243
48176,42.1368357,-83.82925
48177,41.8039551,-83.5809257
35206,33.5702642,-86.7131404
48178,42.4437691,-83.656913
48179,42.0350945,-83.2554437
35207,33.5642081,-86.824789
35208,33.496814,-86.8793503
48180,42.225283,-83.2676908
48182,41.7898583,-83.5838487
35209,33.466348,-86.8115158
48183,42.131459,-83.2177918
48184,42.2744787,-83.3956231
35210,33.5416157,-86.6693223
48185,42.3339011,-83.3842091
17371,39.9027052,-76.7879576
17372,40.0014671,-77.1061533
17401,39.9594622,-76.7334567
17402,39.9584854,-76.65866
17403,39.9232285,-76.7127939
17404,40.0026361,-76.7735345
17406,40.0147095,-76.6408726
17407,39.8837156,-76.7119702
17408,39.9288586,-76.7993496
17501,40.156459,-76.20404
17502,40.1009039,-76.6601467
17505,40.0635009,-76.1924363
17507,40.1980531,-76.0162401
17508,40.1247575,-76.2187655
17509,39.9120546,-76.0364989
17512,40.0400692,-76.4860208
17516,39.94146,-76.3713593
17517,40.2447513,-76.1328805
17518,39.8089295,-76.2530137
17519,40.1414383,-76.023423
17520,40.0975184,-76.3491926
17522,40.1736883,-76.1704943
17527,40.0088807,-75.9912959
17529,40.0419334,-76.0971422
31404,32.0515543,-81.0493373
52738,41.2736628,-91.3784788
52739,41.3734175,-91.3674804
52742,41.8382993,-90.5196542
31405,32.0394016,-81.179112
52745,41.7186018,-90.7664826
52746,41.7164551,-90.6703917
52747,41.6110534,-90.9056005
31406,31.9804037,-81.085184
52748,41.6657765,-90.5549237
52749,41.3456299,-91.1307465
52750,41.9370243,-90.3970488
52751,41.8364351,-90.6797846
52752,41.2747259,-91.1912219
31407,32.1861638,-81.192785
52753,41.6285484,-90.3859279
31408,32.1174388,-81.1841912
31409,32.0155607,-81.14483
52754,41.3497024,-91.2274174
52755,41.4793429,-91.4343459
31410,32.02875,-80.9926804
52756,41.7294007,-90.5391146
52757,41.8038536,-90.3790554
54658,43.6821301,-91.1680896
62854,38.7699378,-88.8010427
62856,37.9564087,-88.8384565
54659,44.2990711,-91.1147854
34491,28.995628,-82.0551445
34498,29.0315519,-82.7360882
44663,40.4599913,-81.4523912
44666,40.8483419,-81.6386931
62858,38.8118129,-88.4929504
38351,35.6710664,-88.4000181
38352,35.529461,-88.5338488
44667,40.833815,-81.7665311
44669,40.7883125,-81.150684
44670,40.7626285,-81.1887839
44671,40.6460333,-81.3656694
38355,35.7840087,-88.7750607
54660,43.9825442,-90.4944049
44672,40.9200028,-81.0252676
62859,38.0811968,-88.5326967
34601,28.5886291,-82.3511838
62860,38.0413669,-88.7319338
31808,32.6311016,-85.0132
31810,32.5682613,-84.5248809
31811,32.7373555,-84.9374362
31812,32.6400495,-84.4027757
31814,32.2148858,-84.8441651
31815,32.0297919,-84.8448229
31816,32.8814648,-84.6081496
55769,47.4799891,-93.1838595
55771,48.1335795,-92.8119217
55772,48.1127053,-93.1306313
55775,47.3201707,-93.1715804
55779,46.9087241,-92.4491004
55780,46.6890209,-92.6982565
55781,47.6799424,-93.0471134
55782,47.8329529,-92.2060048
55783,46.3964086,-92.8924461
55784,47.0583914,-93.165281
55785,46.9215844,-93.7312173
55786,47.317896,-93.3828478
55787,46.6784183,-93.1029777
55790,47.9276013,-92.2513586
55792,47.5970276,-92.4796843
55793,47.1163048,-93.2839695
55795,46.2982076,-92.8828894
55797,46.5665,-92.3621159
55798,46.7232575,-92.9677894
55802,46.7409514,-92.049345
55803,47.0535222,-92.0687537
55804,46.9313506,-91.9363443
55805,46.800824,-92.0957855
55806,46.7681387,-92.127642
55807,46.7354846,-92.1679404
55808,46.6762808,-92.2413908
15034,40.3506484,-79.8901759
15035,40.3848216,-79.8074013
15037,40.2580361,-79.8525902
15038,40.2508086,-79.9255679
15042,40.6903147,-80.2048228
15043,40.5516947,-80.4878559
15044,40.6379882,-79.9479329
15045,40.325814,-79.8859847
15046,40.5556535,-80.2285609
63868,36.8491667,-89.69343
58431,46.5111477,-98.4708827
63869,36.5970254,-89.4822249
63870,36.6211393,-89.8572015
58433,46.3724454,-98.7076873
58436,46.0895906,-98.5816392
63873,36.4228609,-89.6704599
63874,36.543071,-89.8226409
58438,47.6668743,-99.6023808
63876,36.1322757,-90.1703099
58439,45.9778108,-98.8301571
58440,46.2532976,-99.1636864
58441,46.175288,-98.3684929
63877,36.0757214,-89.858336
63878,36.5030206,-89.8223584
63879,36.3595164,-89.8127211
63880,36.3260354,-90.0238729
63882,36.9149903,-89.2228785
58442,46.5536794,-99.1795943
58443,47.4425997,-98.6810695
58444,47.4940621,-100.1291429
58445,47.5644939,-98.8100889
58448,47.3059567,-98.2250076
58451,47.4502635,-99.9717382
58452,47.5477593,-98.2312351
58454,46.5843221,-98.9517877
58455,47.3049077,-98.7667984
58456,46.2698124,-98.9547274
7208,40.6738051,-74.2264326
7302,40.7193888,-74.046469
20782,38.9658747,-76.9660907
7304,40.7165023,-74.072599
8054,39.9489918,-74.900247
8055,39.8626955,-74.8223105
21550,39.3893805,-79.3907446
8056,39.7836833,-75.2553016
21555,39.5751402,-78.5625738
8057,39.9796575,-74.9413079
21557,39.536233,-78.9227902
8059,39.8848248,-75.0926673
21561,39.4915887,-79.1944006
21562,39.513851,-79.0393801
8060,40.0077374,-74.7900879
8061,39.7988699,-75.2053649
8062,39.7160945,-75.2192671
1952,42.8447944,-70.8414987
1960,42.5342793,-70.9697817
1966,42.6406993,-70.6202498
1969,42.7208733,-70.8912204
1970,42.5244352,-70.8708593
1982,42.6262226,-70.8572297
1983,42.641387,-70.9433833
1984,42.6006684,-70.8832599
1985,42.7995647,-70.9644283
2019,42.0766822,-71.4744898
2021,42.1757371,-71.1253849
2025,42.2364441,-70.8143089
2026,42.2468719,-71.1794622
2030,42.2341598,-71.2911666
2032,42.1568815,-71.2161866
2035,42.0613376,-71.2458016
2038,42.0848585,-71.4105714
2043,42.2160985,-70.8812702
2045,42.2922529,-70.9239185
26283,39.0628582,-79.8125795
26285,38.9129354,-79.9375156
26287,39.1660155,-79.6875085
7001,40.583961,-74.2697045
7002,40.6625304,-74.1101916
20601,38.613372,-76.8516122
20602,38.5832476,-76.8947026
7003,40.8091411,-74.1871418
20603,38.6303898,-76.9765834
7004,40.8825075,-74.3045935
20606,38.2630457,-76.737309
20607,38.6726657,-77.0185489
7005,40.9328147,-74.4171697
20608,38.5824048,-76.7009977
20609,38.2700115,-76.7677468
20611,38.4578134,-76.9751184
15348,39.9857327,-79.9962026
15349,39.7624025,-80.093925
15350,40.2933063,-80.2008082
15351,39.88432,-79.9301297
15352,39.7521067,-80.3833229
15353,39.9621241,-80.3109542
15357,39.9416081,-79.9804089
15358,40.0553883,-80.0030075
15359,39.8764879,-80.2757661
15360,40.0849124,-80.0823786
15361,40.3290117,-80.2584109
15362,39.7724688,-80.2139321
15363,40.2517987,-80.1980501
37601,36.3382503,-82.3180845
33711,27.738611,-82.6875196
33712,27.7343746,-82.6678938
37604,36.299571,-82.3831754
37614,36.3013867,-82.3712418
33713,27.7882655,-82.6774611
37615,36.4023779,-82.4571793
33714,27.8152506,-82.6777094
37616,36.2284729,-82.7467981
33715,27.6626799,-82.7224042
33716,27.8798582,-82.6527966
33744,27.8072852,-82.7730514
37617,36.5244903,-82.3656514
37618,36.4603392,-82.2087442
33755,27.9799144,-82.780506
33756,27.9455907,-82.7939879
33759,27.9752843,-82.7014824
37620,36.5496127,-82.0940401
33760,27.9075435,-82.7142362
37640,36.3268241,-81.9746862
33761,28.033061,-82.724374
37641,36.1963734,-82.6673438
33762,27.9011255,-82.6822391
41861,37.4057577,-82.8219023
48451,42.8011829,-83.8191676
41862,37.3425162,-82.7989097
48453,43.3481436,-83.032572
48454,43.1950108,-82.8127207
48455,42.9379511,-83.2907814
48456,43.6669712,-82.7622076
48457,43.1868009,-83.89517
42001,37.030572,-88.7094
48458,43.1252999,-83.6815498
48460,43.1306123,-83.984997
48461,43.1936614,-83.2061625
85363,33.5849687,-112.304916
91605,34.2073412,-118.400973
91606,34.185767,-118.3883235
91607,34.165783,-118.3997954
91608,34.1387351,-118.3508573
91701,34.1376174,-117.6
85364,32.70226,-114.6580126
91702,34.2803329,-117.8661408
91706,34.0974098,-117.9682691
91708,33.952066,-117.639794
91709,33.964199,-117.7370625
91710,34.0044803,-117.6847068
85365,33.1130268,-114.1250953
91711,34.128066,-117.7147728
91722,34.0973452,-117.9067358
56314,45.8147006,-94.4329569
56315,45.9801297,-95.5933762
56316,45.488301,-95.1626592
56318,45.853038,-94.6745299
56319,46.0108225,-95.2156879
56320,45.4667774,-94.4028035
56321,45.5797217,-94.3918682
56323,45.6296319,-95.7239213
56324,46.1689554,-95.9041603
56325,45.5631028,-94.9463807
56326,46.0395578,-95.6708085
56327,45.7544768,-95.6082257
56328,45.9547445,-94.5175916
56329,45.709067,-93.914815
56330,45.7532414,-93.7563842
56331,45.6789981,-94.6717223
56332,45.9674162,-95.5064035
56334,45.5743807,-95.3367802
56335,45.6004428,-94.8616865
56336,45.8207254,-94.7625567
56338,46.0430966,-93.8542156
56339,45.8249785,-95.8211554
56340,45.7594668,-94.4290193
62927,37.9346622,-89.2423069
62928,37.4824472,-88.5754769
62930,37.8378434,-88.4410902
62931,37.5214295,-88.2920233
62932,37.892867,-89.2136556
62933,37.7706577,-89.0238686
62934,37.7072386,-88.3586325
62935,37.8395467,-88.6348475
62938,37.3814589,-88.5394202
62939,37.5511606,-88.9816472
62940,37.7384861,-89.4718142
62941,37.2392576,-88.9861068
62942,37.6493617,-89.4728705
62943,37.3575636,-88.7503836
62946,37.7098619,-88.538845
62947,37.5286907,-88.4539907
62948,37.8171381,-89.0306782
62949,37.8279228,-89.1446065
62950,37.7464471,-89.5607111
62951,37.8239572,-88.9300136
62952,37.4174552,-89.3434499
62953,37.209471,-88.8495189
62954,37.6921033,-88.2795437
62956,37.2797946,-88.9383588
62957,37.3124963,-89.4261309
62958,37.5590349,-89.1481021
62959,37.7182182,-88.9104354
62960,37.2252986,-88.7094032
38916,33.8165337,-89.3527398
38917,33.5649531,-90.0045125
38920,33.8371581,-89.9959503
38921,33.9821492,-90.1441843
60177,41.9884809,-88.310167
60178,42.0081614,-88.6607286
60180,42.2251964,-88.5246623
60181,41.8768971,-87.9763283
60184,41.951502,-88.2531704
42713,37.3831297,-85.8837307
42715,36.9547818,-85.3898574
48854,42.5816977,-84.4516125
42716,37.4799318,-85.6064258
39654,31.5449437,-90.1366809
39656,31.4439012,-89.9317981
39657,31.0403238,-90.5062677
48855,42.6812741,-83.8971997
48856,43.1971903,-84.7335043
48857,42.8409456,-84.1556148
42717,36.7868008,-85.3789001
39661,31.4844467,-91.0834678
39662,31.3863724,-90.2853942
39663,31.5948926,-90.0381613
39664,31.3259696,-90.6741535
39665,31.6428101,-90.2091761
42718,37.3858183,-85.3721945
44138,41.373655,-81.9231123
62449,39.0062229,-87.9143519
37922,35.8604962,-84.1005352
44139,41.3832616,-81.4442489
44140,41.4877725,-81.9290505
37923,35.9275265,-84.0806874
44141,41.2996679,-81.6165057
37924,36.0261904,-83.8118749
44142,41.3996616,-81.8343319
62450,38.7131705,-88.0892933
37931,35.9763212,-84.1263494
44143,41.5531957,-81.4743464
62451,38.9712058,-87.6111145
62452,38.5900607,-88.0147028
37932,35.9172993,-84.1987873
79403,33.6435053,-101.7754469
79404,33.5277019,-101.7937172
79406,33.5859142,-101.8783932
79407,33.5668617,-102.079243
79410,33.5700713,-101.8910106
79411,33.5700341,-101.8577334
79412,33.546383,-101.8565163
79413,33.5474016,-101.8856439
48186,42.2937641,-83.3707389
35211,33.4551023,-86.8564021
48187,42.3255729,-83.4835758
35212,33.54743,-86.7529572
35213,33.5066741,-86.744347
48188,42.2838849,-83.4819762
48189,42.4123364,-83.7828545
48105,42.3276344,-83.6964436
40272,38.0784579,-85.8531188
40280,38.2476355,-85.6883094
60068,42.0117617,-87.8434336
40291,38.1307948,-85.5836743
60069,42.1974927,-87.9268271
60070,42.1036632,-87.9289718
17532,39.8581562,-76.2880083
17535,40.061398,-76.0562701
17536,39.8480343,-76.0737738
17538,40.0826292,-76.4145481
17540,40.0976081,-76.1899874
17543,40.1810317,-76.2953802
17545,40.1786657,-76.4343406
17547,40.0684004,-76.5866876
17550,40.0759208,-76.5834262
17551,39.982202,-76.3714186
17552,40.1083518,-76.5109198
17554,40.0403028,-76.4241758
17555,40.1223767,-75.9593923
17557,40.0998496,-76.0727417
17560,39.9126747,-76.2276813
17562,39.9699762,-76.0916322
17563,39.7607479,-76.1933064
17565,39.8977018,-76.3310273
17566,39.867186,-76.1475131
17569,40.2714332,-76.0965767
17570,40.1299416,-76.568851
17572,40.0454878,-76.133448
17576,40.0371955,-76.1967601
17578,40.2260989,-76.1598061
17579,39.9604064,-76.1807521
17581,40.1605115,-76.0495898
52758,41.7459138,-90.4396004
52760,41.5486554,-91.0868067
31411,31.9430901,-81.0346873
31415,32.077639,-81.1224101
31419,31.997215,-81.2306737
52761,41.4399312,-91.0642592
52765,41.7254726,-90.8715017
52766,41.4675426,-91.2954213
52767,41.5658523,-90.4234562
52768,41.7006799,-90.3869974
52769,41.6058044,-90.8472347
31501,31.223623,-82.3501976
52772,41.7552613,-91.143659
52773,41.6215403,-90.7527599
52774,41.9068489,-90.5951206
52776,41.5752635,-91.2686262
52777,41.8540063,-90.8561089
52778,41.6078169,-90.9896458
52801,41.5210382,-90.5748493
31503,31.2027041,-82.4171149
47537,38.0741668,-87.0361261
47541,38.2352776,-87.0461635
56473,46.3575259,-94.4933019
56474,46.7198528,-94.4028431
47542,38.2965853,-86.9665993
56475,46.0797186,-94.5459925
56477,46.6446161,-95.0001755
47546,38.4187411,-86.9326003
47550,38.0671841,-86.9213104
62861,38.0303483,-88.0230572
38356,35.4383965,-88.893792
44675,40.5023579,-81.2537739
34602,28.5024823,-82.2823509
62862,38.2191145,-88.2993367
38357,35.0448315,-88.4153572
54661,44.057603,-91.4678282
34604,28.4769415,-82.4347914
44676,40.6907752,-82.033802
44677,40.8746341,-81.858587
44678,40.5666547,-81.3499675
54664,43.4883296,-90.6429042
44680,40.6066144,-81.5447587
34606,28.4684773,-82.5957279
38358,35.9166749,-88.7586635
54665,43.531978,-90.928599
38359,35.3698427,-88.3513557
44681,40.5080509,-81.6619302
38361,35.311301,-88.2999245
55810,46.7567449,-92.2694367
55811,46.8424696,-92.2219796
55812,46.8086882,-92.0707273
55814,46.8337146,-92.1976757
55901,44.0698179,-92.5065808
55902,43.9713238,-92.5078598
55904,43.9533105,-92.4013872
55905,44.0559479,-92.5259058
55906,44.0998996,-92.4081563
55909,43.5620606,-92.7336926
55910,44.1286598,-91.9718279
55912,43.6826068,-92.9884499
55917,43.88482,-93.0754812
55918,43.7408215,-92.8464625
55919,43.6200654,-91.299476
55920,44.0137664,-92.622011
55921,43.6289948,-91.4588723
55922,43.558956,-91.9009472
55923,43.8510362,-92.1860865
55924,44.0292319,-93.0272929
55925,43.9120918,-91.4584116
55926,43.7431945,-92.7068834
55927,44.0364688,-92.8709225
55929,43.9767347,-92.1396383
55931,43.5086623,-91.385229
55932,44.1522051,-92.2983363
55933,43.6460021,-92.6805807
55934,44.0039777,-92.2642707
55935,43.7479197,-92.1291679
55936,43.7170201,-92.5776713
55939,43.5434268,-92.0917321
55940,43.8986136,-92.809489
55941,43.7248449,-91.3491476
55943,43.7829613,-91.5826811
55944,43.9895171,-92.7180076
55945,44.2668734,-92.0525038
55946,44.2732108,-92.96619
55947,43.8228897,-91.3663603
15047,40.3189141,-79.8080053
15049,40.5561125,-79.8055741
15050,40.5636652,-80.4345168
15051,40.5624834,-79.8670875
15052,40.6587313,-80.4307432
15053,40.3810028,-80.3598863
15054,40.3623768,-80.4076835
15055,40.3062929,-80.123516
15056,40.5638901,-80.2160152
15057,40.3586565,-80.2439043
15059,40.6779193,-80.4855487
15060,40.3668505,-80.2921269
58458,46.3679439,-98.2938488
58460,46.3004723,-99.3237275
63901,36.7604203,-90.4605332
63902,36.7676204,-90.4271067
58461,46.652576,-98.1948395
63932,36.6832416,-90.255781
58463,47.4919846,-100.4734017
58464,47.6107256,-98.5652772
63933,36.5281792,-90.106956
63934,37.198552,-90.368661
58466,46.6237993,-98.3689084
58467,46.8848576,-99.3306488
58472,46.6385689,-98.6502492
63935,36.6752127,-90.92147
63936,36.8089247,-90.1290284
63937,36.935127,-90.7838209
58474,46.1002942,-98.1270973
63939,36.6511637,-90.6738854
58475,47.1799475,-99.5553955
63940,36.7680025,-90.227674
63941,36.8855916,-91.1590455
58476,47.2005105,-99.0115874
63942,36.5540148,-91.0741637
58477,47.2188938,-100.5046517
